,Otu19;Clostridiales(o),Otu37;Clostridiales(o),Otu28;Firmicutes(p),Otu44;Clostridiales(o),Otu25;Clostridiales(o),Otu18;Clostridiales(o),Otu23;Lactobacillus(g),Otu12;Lactobacillus(g),Otu30;Clostridiales(o),Otu24;Clostridiales(o),Otu5;Porphyromonadaceae(f),Otu29;Oscillibacter(g),Otu26;Ruminococcaceae(f),Otu2;Bacteroides(g),Otu3;Alistipes(g),Otu35;Clostridiales(o),Otu7;Porphyromonadaceae(f),Otu8;Porphyromonadaceae(f),Otu1;Porphyromonadaceae(f),Otu22;Blautia(g),Otu4;Porphyromonadaceae(f),Otu14;Porphyromonadaceae(f),Otu16;Bacteroidetes(p),Otu21;Clostridiales(o),Otu6;Porphyromonadaceae(f),Otu9;Lactobacillus(g),Otu17;Clostridiales(o),Otu11;Bacteroidales(o),Otu15;Barnesiella(g),Otu13;Porphyromonadaceae(f),Otu10;Bacteroidales(o),Otu27;Bacteroidales(o),Otu20;Turicibacter(g)
Otu176244,-0.553659634,0.081888137,-0.206741762,0.08899032,-0.002147959,-0.209171082,-0.43141605,-0.445546664,0.106747751,0.000629175,-0.316813191,0.096175454,0.075097613,-0.291502329,-0.02657526,-0.052166245,0.127220969,0.114855594,0.00046426,-0.040744318,-0.207605493,-0.168089386,0.197947669,0.412544115,0.400779432,-0.275822378,0.24244941,0.484172509,0.333987696,0.443338985,0.474631365,0.497338006,0.416477598
Otu176245,-0.540924004,0.088970982,-0.18174491,0.075862506,0.016777303,-0.150689088,-0.361404904,-0.494184468,0.130466248,0.008269162,-0.323197629,0.076992601,0.061657259,-0.247952513,-0.062608528,-0.024065563,0.074405694,0.078814501,0.040854852,-0.020343139,-0.202034528,-0.231703326,0.214087705,0.425952162,0.396688366,-0.197270445,0.200260176,0.432516607,0.331202289,0.442874725,0.486702445,0.476541663,0.425823182
Otu176247,-0.503946261,0.098039898,-0.149445467,0.124962096,-0.017185806,-0.166585513,-0.395884766,-0.456747077,0.119681487,0.034039615,-0.287335328,0.085854645,0.032719564,-0.294817474,0.008008386,-0.092674077,0.056304586,0.051282218,-0.018021315,0.000638523,-0.247996743,-0.192055505,0.197681907,0.440924044,0.395663914,-0.286337432,0.269518995,0.451871084,0.312671703,0.42566288,0.458699899,0.481138741,0.386451932
Otu176249,-0.556250031,0.151546063,-0.232890883,0.116371442,0.036425967,-0.118552917,-0.375265942,-0.464961336,0.177805118,0.092213413,-0.384870636,0.137028462,0.034890503,-0.294240395,-0.006034183,-0.007111818,0.036213942,0.061457569,0.008153055,0.05162368,-0.240174938,-0.211375544,0.155730074,0.439158837,0.359643358,-0.235819295,0.274373583,0.410667967,0.284006843,0.480972218,0.446341104,0.437888566,0.393688292
Otu176250,-0.559315657,0.105200926,-0.180583797,0.103283092,0.004063833,-0.146514274,-0.405605571,-0.48021164,0.158689504,0.023370096,-0.343812613,0.10653924,0.067319971,-0.317856779,0.047929794,-0.025285592,0.021968353,0.03955357,-0.066362177,0.029891702,-0.226182392,-0.213368698,0.163263268,0.478090045,0.413239537,-0.276810636,0.312881559,0.398633413,0.307419807,0.457222924,0.465389371,0.48909281,0.432606158
Otu176251,-0.552311998,0.14756489,-0.208764089,0.070221467,0.005891826,-0.144958007,-0.384686508,-0.435581238,0.164069121,0.075284315,-0.388166693,0.126519604,0.02888101,-0.314365021,-0.004235401,-0.007314786,0.030293416,0.060033885,-0.006702126,0.031629042,-0.236134718,-0.218478462,0.172415276,0.460764408,0.379476383,-0.267010168,0.294713282,0.393389837,0.301927425,0.466247442,0.427642041,0.455441172,0.431114847
Otu176256,-0.539885924,0.125306331,-0.146763547,0.07414432,-0.008678378,-0.149780074,-0.368633719,-0.436958609,0.156555592,0.060546883,-0.359508581,0.103598393,0.016400278,-0.298186036,0.003017091,-0.037358817,0.024490839,0.037025429,-0.013955941,0.006384041,-0.24824073,-0.212826502,0.197529013,0.459588879,0.397998353,-0.260903296,0.271045365,0.404661164,0.30907395,0.449926777,0.440857227,0.46947378,0.433584275
Otu176257,-0.52465624,0.105668667,-0.25106331,0.122630692,0.046880666,-0.196877406,-0.443058014,-0.418293652,0.142494007,-0.048089958,-0.258759884,0.142182491,0.093914128,-0.283512088,-0.045552126,-0.047379295,0.140085245,0.154910863,0.013290258,-0.055751204,-0.20332382,-0.171582545,0.223506915,0.410480013,0.361603064,-0.311258337,0.205353141,0.461623453,0.292718,0.396415315,0.422659088,0.473429765,0.353896114
Otu176258,-0.549204615,0.133388039,-0.203131249,0.135987469,0.01227858,-0.171939493,-0.442218852,-0.448346506,0.148237945,0.031250013,-0.335309439,0.133790764,0.081167158,-0.325139486,0.037427019,-0.049380932,0.046026167,0.053918219,-0.068799616,0.01897978,-0.242083348,-0.185391627,0.184629158,0.47211138,0.392696523,-0.311812754,0.327100794,0.435577235,0.292157625,0.44573214,0.438866994,0.487085828,0.393125829
Otu176262,-0.515111801,0.081169988,-0.13660578,0.106600806,0.007460498,-0.181267513,-0.394339466,-0.436097647,0.132830135,0.032210784,-0.309761093,0.098767509,0.031325035,-0.294692262,-0.018859745,-0.107913177,0.06091735,0.064920635,0.009111944,-0.027861955,-0.219580288,-0.160442783,0.221249388,0.41711032,0.40464702,-0.263675223,0.251728188,0.430902554,0.316898537,0.434848676,0.474936712,0.471001017,0.393449784
Otu176283,-0.52890131,0.129290947,-0.199041449,0.148181663,0.014252,-0.183746652,-0.450694908,-0.452250323,0.13389193,0.017017696,-0.293161753,0.15151842,0.110425713,-0.305661096,-0.006034557,-0.079860512,0.0732159,0.066249449,-0.036067174,-0.016280315,-0.24277221,-0.172906865,0.208049706,0.452100754,0.374260038,-0.307053154,0.301455944,0.474421732,0.307062096,0.427118912,0.451940057,0.485878203,0.362141409
Otu176288,-0.516943429,0.093063937,-0.137759783,0.106416623,0.012539437,-0.146625823,-0.363704217,-0.480225766,0.131743621,0.013302565,-0.299285009,0.077137705,0.051410078,-0.258861728,-0.038122153,-0.044589512,0.040278902,0.038391599,0.014217953,-0.021416885,-0.219617886,-0.225289694,0.219399983,0.435964664,0.396659351,-0.22116852,0.21456656,0.424216839,0.319132193,0.423259753,0.473151498,0.471684335,0.411265637
Otu176289,-0.525563669,0.087873367,-0.179801817,0.109734428,0.012714385,-0.134299242,-0.365613513,-0.478165976,0.143945657,-0.000209738,-0.315700989,0.076039626,0.049642398,-0.286152514,0.025996627,-0.03022172,0.012653235,0.039845001,-0.053944519,0.032359496,-0.207560338,-0.22530367,0.195927804,0.465798891,0.415283507,-0.251613354,0.278524615,0.376995389,0.294894234,0.434399916,0.448601911,0.47555316,0.423213501
Otu176300,-0.542741275,0.102655931,-0.155717334,0.138556299,-0.002844948,-0.128357055,-0.402223403,-0.478572953,0.156613766,0.020915186,-0.320045118,0.109625758,0.064219765,-0.301085247,0.055768546,-0.047643534,-0.024379305,-0.006181727,-0.112771063,0.022000018,-0.2511308,-0.224127642,0.173439817,0.462576953,0.407996672,-0.292424033,0.34821387,0.391385546,0.301847894,0.447572852,0.465258559,0.49582889,0.440375457
Otu176304,-0.538704686,0.080439229,-0.155527831,0.083503625,-0.010740129,-0.166018551,-0.370112505,-0.464801452,0.136625101,0.046860038,-0.329418162,0.094611256,0.053124427,-0.266906847,-0.060289415,-0.058322336,0.065150532,0.077685185,0.032992477,-0.035434726,-0.202388991,-0.197696895,0.218622985,0.415168949,0.412862334,-0.221531635,0.24905559,0.43110799,0.344965935,0.46282323,0.476764395,0.475276629,0.417329248
Otu176307,-0.546159814,0.162165792,-0.193809269,0.086035855,0.027084222,-0.127366189,-0.380394896,-0.440393032,0.184162087,0.081171176,-0.377964838,0.139806962,0.043605377,-0.323882929,-0.00145075,-0.001596778,0.012102208,0.034129042,-0.01871721,0.039384035,-0.249120757,-0.227429386,0.164783037,0.471211888,0.368056135,-0.272255579,0.290884609,0.38263752,0.294497139,0.456351703,0.422411021,0.45037727,0.428199423
Otu176310,-0.5389179,0.134366835,-0.183324925,0.128281464,0.001480626,-0.15910644,-0.447653513,-0.435354547,0.167744506,0.041862934,-0.30955772,0.16672741,0.081963673,-0.336362341,0.021705235,-0.072500479,0.040518598,0.044522809,-0.077516778,-0.009026953,-0.265134429,-0.176509293,0.188809695,0.450936743,0.383354942,-0.345651274,0.34116856,0.433729115,0.304623529,0.443334445,0.434523665,0.486026829,0.397261286
Otu176312,-0.548928331,0.13222278,-0.200879023,0.14626477,0.017357832,-0.168016011,-0.449427338,-0.442470526,0.15984583,0.031788336,-0.332338982,0.146729962,0.082616083,-0.338127614,0.049378922,-0.055098238,0.035955014,0.048344977,-0.081564624,0.021561986,-0.246254063,-0.185037626,0.176292154,0.471487281,0.388912438,-0.327388783,0.337426281,0.428250643,0.289653303,0.445921429,0.440565386,0.490735531,0.392274929
Otu176328,-0.542369179,0.185547061,-0.210303689,0.059781491,0.057829708,-0.12458742,-0.403474166,-0.444251614,0.196281406,0.067092484,-0.339530601,0.169421605,0.067705759,-0.316590396,-0.073412486,0.00737467,0.065448856,0.049745585,0.04007763,0.001944653,-0.268550557,-0.210840935,0.166912695,0.472024834,0.338015126,-0.269748681,0.24397628,0.41110544,0.29492168,0.43655886,0.418432262,0.428267492,0.407734416
Otu176335,-0.563122239,0.116663744,-0.20119987,0.097877735,0.017241726,-0.142359395,-0.415615639,-0.476888447,0.165826259,0.024537839,-0.354887654,0.12516739,0.070220767,-0.321415626,0.021353048,-0.018898289,0.025449998,0.05240758,-0.052548393,0.017731324,-0.222200261,-0.22273585,0.180356191,0.465595866,0.40307159,-0.277277044,0.301017994,0.393310358,0.307729433,0.460545609,0.458584954,0.488844954,0.434869229
Otu176337,-0.557807625,0.139044372,-0.207937645,0.146468076,0.02635604,-0.153214117,-0.451402389,-0.458402599,0.168613255,0.041225967,-0.340174428,0.14879045,0.085344794,-0.354433408,0.038702399,-0.043370267,0.026668812,0.037114781,-0.077618416,0.040221955,-0.250925549,-0.185095668,0.167496415,0.489567828,0.39721063,-0.321956053,0.355645023,0.42946949,0.299924491,0.457034645,0.451969074,0.492073477,0.404855524
Otu176363,-0.523442386,0.097966053,-0.241466259,0.039050714,0.004242737,-0.179192582,-0.33201297,-0.435570518,0.086031159,0.027265612,-0.350501783,0.057934311,-0.014240484,-0.159440194,-0.131170128,-0.058561947,0.105287133,0.123151225,0.118958055,-0.046456594,-0.204503534,-0.208900551,0.22459277,0.353862156,0.35394999,-0.15437179,0.171318582,0.44974864,0.308054136,0.446434038,0.463905433,0.429392172,0.402442056
Otu176364,-0.510606923,0.105294545,-0.177123702,0.090479975,0.069670024,-0.122170531,-0.335730999,-0.492692244,0.135849662,-0.024450232,-0.292086165,0.053374508,0.04610209,-0.225110532,-0.07961714,-0.002409684,0.051514196,0.049191094,0.058415107,-0.009664616,-0.194479594,-0.240983435,0.221191324,0.425121067,0.382709899,-0.178168564,0.153968535,0.399993197,0.297805117,0.408209298,0.475517106,0.434029532,0.406331116
Otu176366,-0.563142234,0.081402234,-0.192117375,0.057047407,-0.004615639,-0.161674948,-0.385436168,-0.490863803,0.129113795,-0.001887702,-0.343950034,0.070208229,0.052169682,-0.285639093,-0.021877305,-0.01469036,0.07151041,0.083494263,0.003511291,-0.004817796,-0.196452828,-0.214426787,0.213236682,0.458121863,0.434418826,-0.227423962,0.244253137,0.425823551,0.335991957,0.457657555,0.480972813,0.49598804,0.44743155
Otu176368,-0.554130507,0.128395059,-0.20899417,0.064072694,-0.006066722,-0.164306122,-0.380577653,-0.437579689,0.150763738,0.089495482,-0.401912794,0.112140458,0.007373554,-0.305090282,-0.020889499,-0.033820568,0.052642791,0.080964388,0.035023676,0.020430833,-0.233871723,-0.210959884,0.180448875,0.440244515,0.379755586,-0.241956959,0.265347854,0.419615647,0.316008411,0.474284997,0.452795595,0.468499429,0.42260128
Otu176369,-0.541588925,0.163839411,-0.194701477,0.098200263,0.050536661,-0.113020322,-0.375123984,-0.443412924,0.203166693,0.087188434,-0.370221786,0.143745261,0.041773798,-0.329317612,-0.012301594,0.00711248,0.007400172,0.033865749,-0.009372533,0.039758865,-0.251136447,-0.243406321,0.148225861,0.4650879,0.354831224,-0.269240204,0.266953723,0.365926668,0.289285085,0.451419498,0.415014265,0.445928152,0.428232768
Otu176370,-0.5490239,0.157670602,-0.197687465,0.076148221,0.025483665,-0.118204659,-0.377329301,-0.462291646,0.182740118,0.069654381,-0.368446239,0.131630899,0.04031856,-0.319596942,-0.007020539,-0.007344041,0.023765399,0.038853487,-0.025445656,0.027712543,-0.266142148,-0.233052855,0.174742786,0.472357655,0.377486264,-0.266246633,0.279657858,0.390906457,0.302749148,0.459124351,0.423680218,0.463075302,0.439514759
Otu176387,-0.509098662,0.100600925,-0.125620167,0.097779757,-0.023544854,-0.158322664,-0.351889922,-0.415297877,0.147186585,0.10074673,-0.348684191,0.120285235,0.013094444,-0.308387766,0.00301784,-0.086872821,0.0167473,0.032506875,-0.01279854,-0.00583414,-0.247489756,-0.186378256,0.186603092,0.419732559,0.382049039,-0.26375915,0.278734392,0.40754805,0.322819104,0.455639617,0.439051162,0.459262917,0.416914635
Otu176397,-0.522614524,0.093795457,-0.245725261,0.114759324,0.049928635,-0.207616702,-0.431590214,-0.409064666,0.136048679,-0.063640542,-0.266102442,0.123056494,0.078702071,-0.280262334,-0.026925078,-0.038495678,0.144322338,0.156042658,0.024346128,-0.047799184,-0.192239234,-0.173440002,0.224958447,0.415936439,0.360761587,-0.298165536,0.16943897,0.45863419,0.281024368,0.383125057,0.428695002,0.475000496,0.350780726
Otu176400,-0.537947477,0.071489242,-0.18317262,0.096077777,0.014953273,-0.150126168,-0.383986541,-0.500230735,0.120516897,-0.01048951,-0.317521111,0.063459499,0.05035163,-0.27873565,-0.02890521,-0.034875404,0.051786641,0.065457234,0.002351044,-0.004122143,-0.19132915,-0.216911882,0.221210334,0.441673847,0.426357542,-0.220524438,0.234814321,0.419007105,0.326835418,0.444115107,0.488914316,0.488211082,0.43074941
Otu176401,-0.56626836,0.101749637,-0.211655092,0.093585052,-0.001770725,-0.200737748,-0.442586331,-0.442468953,0.126438753,0.003835212,-0.334449181,0.111853709,0.070109001,-0.289286206,0.013462539,-0.048453458,0.110773851,0.105576193,-0.034386366,-0.031140574,-0.225492994,-0.176023027,0.195143977,0.415646204,0.392244441,-0.295434158,0.263282991,0.465744573,0.305282125,0.446355345,0.463691697,0.496990721,0.409314077
Otu176408,-0.529778119,0.079092043,-0.143949923,0.09764057,-0.000987145,-0.152613476,-0.374468316,-0.496455158,0.113656352,-0.012137108,-0.29843042,0.060030237,0.049477424,-0.240642707,-0.034184964,-0.042103412,0.046529615,0.047747435,0.006878554,-0.032336493,-0.211517036,-0.231035134,0.222996839,0.427219048,0.409875688,-0.215759644,0.220577425,0.432972293,0.326234696,0.428124656,0.493643944,0.483496806,0.42694756
Otu176410,-0.506458545,0.113510248,-0.194509362,0.110696368,0.014427501,-0.191078309,-0.391450317,-0.441466878,0.111519246,0.05881839,-0.326420221,0.104107862,0.052953534,-0.273161968,-0.04189765,-0.090638939,0.091100316,0.090691544,0.051160375,-0.009026113,-0.210613681,-0.192049547,0.190563047,0.408373961,0.357842025,-0.240160892,0.216776484,0.45554297,0.307438879,0.438214872,0.454913106,0.453547916,0.35594414
Otu176422,-0.519908672,0.102030441,-0.172785019,0.126917637,-0.000667588,-0.183624864,-0.409235618,-0.428063245,0.13603602,0.042782598,-0.314307708,0.090339439,0.044354694,-0.327034174,0.026516413,-0.073065313,0.055077078,0.063693838,-0.038619405,0.011868881,-0.226458507,-0.186889171,0.169755399,0.447994794,0.40468386,-0.309418522,0.291607612,0.427221686,0.310621265,0.439205058,0.435851111,0.483710852,0.393700501
Otu176423,-0.525223122,0.09163872,-0.160272397,0.14721865,0.003250864,-0.185511321,-0.434026164,-0.438423124,0.133394262,0.041584206,-0.306008197,0.125801949,0.05103112,-0.330051522,0.027386755,-0.107522415,0.061693292,0.063838926,-0.045408992,-0.019123699,-0.247900255,-0.158942855,0.180786017,0.42486518,0.38800095,-0.309863814,0.281301496,0.457024476,0.314189957,0.437232016,0.459325151,0.492785338,0.392981632
Otu176432,-0.54027588,0.138812148,-0.208579337,0.163865335,0.026472146,-0.166913125,-0.454703968,-0.438755944,0.165826259,0.031219083,-0.31483982,0.159876455,0.099656012,-0.348079371,0.04833448,-0.053820934,0.044718867,0.056528221,-0.087077708,0.020169018,-0.251447827,-0.186604757,0.169325232,0.469687932,0.377074459,-0.344280715,0.336929937,0.434170757,0.290059508,0.438261144,0.429016613,0.49032833,0.38131184
Otu176435,-0.561893254,0.138617551,-0.215417979,0.132680484,0.023803187,-0.158128868,-0.447863288,-0.46098497,0.16220742,0.028015022,-0.341994893,0.136726213,0.090691726,-0.346911322,0.02559043,-0.023747711,0.039759019,0.049015445,-0.070542832,0.02902197,-0.240233753,-0.192565999,0.184663915,0.494851461,0.409248084,-0.312119315,0.344016879,0.428683517,0.304556714,0.458020593,0.441898564,0.494285574,0.409613634
Otu176443,-0.505407884,0.184026439,-0.253715441,0.112537893,0.099496587,-0.091708009,-0.316135985,-0.457909872,0.161751856,0.096078107,-0.378486595,0.105165427,0.004034759,-0.252637089,-0.094864313,0.012656134,0.02411361,0.050634305,0.102856157,0.085110878,-0.21853076,-0.243325636,0.169982351,0.446820103,0.321172311,-0.16249683,0.192773863,0.380401807,0.255168065,0.448766199,0.417674068,0.376492261,0.370505491
Otu176452,-0.536178638,0.089884791,-0.173896558,0.111632784,0.022702225,-0.148448292,-0.4124075,-0.486134215,0.150521125,-0.001468304,-0.298925087,0.099325121,0.071044593,-0.303996425,0.02686955,-0.058300539,0.035960591,0.032418797,-0.052034171,0.005514687,-0.22571712,-0.201378636,0.172196764,0.445581923,0.398345951,-0.279042169,0.265059569,0.412092279,0.302466661,0.428113827,0.480944614,0.485808118,0.410071175
Otu176460,-0.524073215,0.104004294,-0.192234706,0.087472704,0.044828003,-0.183327772,-0.379657798,-0.430011501,0.133605742,-0.033204731,-0.311463711,0.06203318,0.045876954,-0.256139959,0.003656456,-0.024478053,0.087718339,0.082055927,-0.006820507,-0.0211029,-0.208759885,-0.210744449,0.213356872,0.418829681,0.38146329,-0.256975497,0.182437068,0.410098724,0.272341107,0.399420481,0.441748638,0.464877277,0.393810437
Otu176462,-0.503087989,0.095133781,-0.230768381,0.118916539,0.042440656,-0.204256124,-0.417983325,-0.409744881,0.116455011,-0.075627924,-0.240454479,0.103469342,0.069675703,-0.250587079,-0.051356537,-0.050022707,0.139451105,0.139505361,0.027335833,-0.061470439,-0.204403799,-0.164912426,0.256754964,0.411682748,0.366924458,-0.28790211,0.174729321,0.469822222,0.280742912,0.368076116,0.424268283,0.465328759,0.346178294
Otu176469,-0.540655948,0.106343616,-0.239272913,0.067379834,0.043731508,-0.179494564,-0.373759683,-0.452839227,0.126481918,-0.017234371,-0.348440595,0.054871739,0.038130246,-0.261636517,-0.037905341,0.009641726,0.125356244,0.124423871,0.046531783,-0.019451358,-0.20005511,-0.222709581,0.233050437,0.411404048,0.389272528,-0.219594604,0.165144751,0.430194363,0.296097909,0.432806539,0.455925153,0.469866904,0.401422955
Otu176473,-0.502262178,0.094376054,-0.136514034,0.114614096,-0.038520523,-0.17162555,-0.408536693,-0.441279052,0.118861138,0.043086205,-0.280671471,0.128164499,0.042181523,-0.297323546,-0.005976903,-0.110377501,0.05255736,0.050640587,-0.016250097,-0.046812437,-0.253639719,-0.194481501,0.195521375,0.409435165,0.374312272,-0.302707936,0.255574583,0.46496098,0.334356613,0.428857473,0.457017369,0.48573382,0.391460506
Otu176475,-0.461996699,0.166684186,-0.213572394,0.124963758,0.120695784,-0.048759787,-0.300749123,-0.500503103,0.145263284,0.045401072,-0.307977103,0.068867954,-0.014076457,-0.238795297,-0.1332984,0.037538239,0.007886111,0.019289665,0.139208447,0.06285606,-0.230718033,-0.267761186,0.179269548,0.458076686,0.317855221,-0.119303791,0.14222745,0.366963293,0.261488973,0.406105247,0.432704078,0.358478566,0.372626264
Otu176476,-0.548314221,0.111648817,-0.204158488,0.094020737,0.02290331,-0.185151257,-0.396508769,-0.445109952,0.129632384,0.015460697,-0.337322356,0.111940777,0.080211664,-0.262533761,-0.046480576,-0.03062816,0.086831376,0.101223134,0.022024685,-0.016919808,-0.197723492,-0.213230203,0.201704902,0.434714674,0.374892601,-0.237718953,0.224536564,0.442207755,0.310534103,0.435763764,0.45109753,0.476454876,0.409733456
Otu176477,-0.529576826,0.137981605,-0.261519053,0.085741669,0.038454192,-0.156133898,-0.426766682,-0.456011977,0.14485412,-0.043968257,-0.29779481,0.126396312,0.067460803,-0.261450752,-0.030561686,-0.026086331,0.087127921,0.091442456,-0.010937202,-0.020302203,-0.244520034,-0.232635723,0.233661813,0.449706546,0.357000058,-0.283869355,0.230640226,0.423079237,0.265511685,0.406863915,0.424287459,0.476572699,0.379725553
Otu176482,-0.545931489,0.079974766,-0.190588682,0.06514735,0.009724171,-0.169153167,-0.3669877,-0.478905692,0.125970318,0.019714773,-0.338269588,0.070813333,0.050773018,-0.264353548,-0.055415198,-0.030714301,0.095012402,0.101249014,0.052550023,-0.018631527,-0.186662133,-0.212788261,0.206430494,0.417577829,0.407175285,-0.204579804,0.198572927,0.437086331,0.336783549,0.456178307,0.486340308,0.476091057,0.419905354
Otu176484,-0.54994998,0.070743559,-0.203014574,0.066425318,-0.017184207,-0.209409764,-0.392398849,-0.449420285,0.091770494,0.01605945,-0.344044781,0.055083486,0.029552277,-0.258608624,-0.045086502,-0.05309684,0.12873397,0.126234798,0.046050186,-0.0439379,-0.197746376,-0.190992846,0.209885033,0.385101488,0.407465441,-0.230200523,0.205200784,0.480008493,0.342905831,0.458122455,0.48938719,0.493339468,0.420564358
Otu176505,-0.521885355,0.095505256,-0.136363956,0.117398836,0.004034805,-0.134062883,-0.359588397,-0.495302597,0.117289717,0.012044588,-0.305040464,0.059872093,0.04276081,-0.235425824,-0.040270312,-0.050571184,0.017615311,0.024550492,-0.008676122,-0.017035368,-0.222555349,-0.234525632,0.226722283,0.426429736,0.414371143,-0.213604947,0.257931662,0.421502016,0.324364891,0.442337136,0.484715305,0.471873485,0.428712044
Otu176509,-0.541441324,0.156161237,-0.216557897,0.086574312,0.033552525,-0.138984068,-0.394396222,-0.431445119,0.17185409,0.056861942,-0.364673851,0.122518883,0.031204069,-0.32209198,-0.010385757,-0.002496393,0.034095658,0.061718721,-0.010184065,0.032906831,-0.233675882,-0.223244379,0.175381381,0.462897153,0.37612266,-0.284532722,0.275745743,0.384522416,0.287372334,0.448301969,0.41062337,0.451034529,0.419506863
Otu176511,-0.554797871,0.114733099,-0.222753384,0.097337979,0.016518114,-0.172448952,-0.439871962,-0.468617799,0.147990427,0.006622143,-0.324775992,0.137112015,0.08840379,-0.319018042,0.022284206,-0.041749788,0.094266647,0.092348623,-0.039844228,-0.008068608,-0.23290684,-0.188949877,0.187114098,0.449921902,0.38257668,-0.29554156,0.258860877,0.444179784,0.299265269,0.441246529,0.449790569,0.490680066,0.396218082
Otu176512,-0.507363218,0.073084012,-0.149468654,0.099735341,0.002380836,-0.155347166,-0.337592188,-0.469387185,0.114269704,0.050767653,-0.331706083,0.047607661,-0.012514925,-0.254841919,-0.032386761,-0.094575909,0.039070995,0.052451242,0.046642104,0.012598271,-0.217618544,-0.205525758,0.199570943,0.425867902,0.403909719,-0.192158545,0.220759499,0.421258307,0.316696332,0.449354729,0.485241978,0.463582477,0.403590323
Otu176522,-0.523278864,0.106129852,-0.189801125,0.11577233,0.014687852,-0.185871119,-0.412002578,-0.457372058,0.114967149,0.014801061,-0.302863883,0.101866721,0.079077017,-0.277497238,-0.025821742,-0.061196358,0.094054733,0.079600471,0.005948512,-0.021417549,-0.217738636,-0.17950019,0.209710854,0.430667042,0.383150406,-0.257632207,0.241785385,0.46120284,0.306607371,0.428060708,0.457496497,0.468470342,0.375572359
Otu176524,-0.539529478,0.105539453,-0.189229311,0.152180273,0.009200822,-0.183880363,-0.448190924,-0.441340383,0.140763595,0.042481683,-0.323351692,0.122054577,0.074860738,-0.34396708,0.039512292,-0.08037806,0.04607992,0.054145337,-0.069489561,0.012884156,-0.228337371,-0.164915873,0.16676035,0.445949504,0.40426513,-0.324132789,0.33518654,0.439338116,0.310582619,0.452712162,0.456264308,0.49207204,0.392370406
Otu176526,-0.517202678,0.070799421,-0.172032014,0.079144459,-0.006763169,-0.201160645,-0.367447971,-0.432429547,0.087296842,0.01105551,-0.312808408,0.047362203,0.015820719,-0.239915672,-0.049378922,-0.069496934,0.103918406,0.096080564,0.048892348,-0.042920831,-0.202527791,-0.18941979,0.207382043,0.386656718,0.391465728,-0.224137225,0.183618057,0.464961157,0.325312314,0.42813448,0.472077868,0.469939187,0.407251828
Otu176544,-0.541185586,0.171199667,-0.187455899,0.078195714,0.030946062,-0.102958497,-0.359887201,-0.454454199,0.194736471,0.069367701,-0.37016917,0.133309798,0.032400207,-0.311386448,-0.005977274,0.023545951,0.002612068,0.025626598,-0.014974233,0.041881301,-0.263521931,-0.255532215,0.179507598,0.487799979,0.365020636,-0.258190617,0.26724137,0.367586054,0.284349886,0.444815968,0.409567992,0.447744106,0.435342595
Otu176546,-0.531979897,0.144530674,-0.182328267,0.088874145,0.021944016,-0.136177427,-0.393978511,-0.408458887,0.19854443,0.086017261,-0.352362899,0.175286584,0.051381049,-0.339288169,-0.005860483,-0.0297844,0.01877554,0.037608097,-0.022690692,0.011550027,-0.248227113,-0.205091107,0.161574531,0.456831299,0.35725745,-0.301145432,0.294828293,0.372386816,0.2916263,0.453117454,0.405454794,0.44696141,0.409648132
Otu176552,-0.507868796,0.090137695,-0.194328311,0.075373436,0.043165047,-0.189040623,-0.338550684,-0.437012823,0.106231779,-0.015430734,-0.315033483,0.042344204,0.032659473,-0.217443413,-0.047583112,-0.035621566,0.103808768,0.101774522,0.071065157,-0.025742487,-0.183824233,-0.21877355,0.202256484,0.388335047,0.362560607,-0.194580994,0.125757995,0.431150385,0.294836201,0.40369884,0.465635958,0.444138553,0.383672036
Otu176554,-0.536097184,0.100885,-0.257584126,0.11424359,0.053037951,-0.203623868,-0.445414584,-0.428390853,0.129437183,-0.079705436,-0.274042441,0.109132341,0.079926317,-0.274331141,-0.027158876,-0.027581571,0.142299683,0.151263678,0.01378442,-0.04826653,-0.194485627,-0.180097387,0.238007971,0.418632578,0.376482847,-0.295571251,0.184984056,0.463973996,0.283015046,0.391564578,0.442970724,0.483058642,0.35984966
Otu176557,-0.533422314,0.111819527,-0.25933945,0.118066865,0.058751409,-0.183316988,-0.433640378,-0.439349974,0.14487022,-0.063818338,-0.283709977,0.120469732,0.075245091,-0.287594377,-0.013113963,-0.018695662,0.131287754,0.138452005,0.002118251,-0.02875988,-0.220146992,-0.183273032,0.240772678,0.431218472,0.365276824,-0.292367133,0.18937568,0.455398626,0.27228197,0.388742496,0.43669065,0.481559356,0.364249473
Otu176558,-0.525984976,0.105813816,-0.247008726,0.112029034,0.048448193,-0.201144099,-0.44102388,-0.424823595,0.125625829,-0.07934094,-0.264535256,0.115713736,0.074405536,-0.259225975,-0.034178601,-0.042966518,0.141971622,0.150441722,0.012593825,-0.055431963,-0.208459872,-0.178548007,0.251898883,0.415094756,0.365491269,-0.295790424,0.185614946,0.463161618,0.273712222,0.380658524,0.434295634,0.477531117,0.35916831
Otu176590,-0.545121309,0.172722271,-0.201410292,0.085478667,0.016226303,-0.122946606,-0.37070209,-0.433864992,0.182060351,0.094169501,-0.391987588,0.140001442,0.027897582,-0.311183383,-0.006324876,0.000174183,0.003888718,0.037464166,-0.008211848,0.042515867,-0.248757106,-0.232639212,0.174381659,0.465029855,0.368903768,-0.265826087,0.303187953,0.380843498,0.293115138,0.469236016,0.416784358,0.440634373,0.418407618
